logP(o/w),logS,PEOE_VSA+1,GCUT_SMR_1,PEOE_RPC-,BCUT_PEOE_2,BCUT_SLOGP_1,BCUT_SMR_2,h_log_pbo,GCUT_SMR_2,h_logS,h_ema,rsynth,balabanJ,BCUT_PEOE_1,BCUT_SLOGP_3,BCUT_SMR_1,chi1v_C,chi1_C,GCUT_PEOE_2,chi1v,PEOE_RPC+,PEOE_VSA_NEG,SMR_VSA5,BCUT_SMR_0,BCUT_SLOGP_2,PEOE_VSA+3,BCUT_PEOE_0,PEOE_VSA_FPOS,VDistEq,SlogP_VSA4,PEOE_VSA_FNEG,weinerPath,SMR,PEOE_VSA-0,petitjean,PEOE_PC-,petitjeanSC,lip_violation,Kier2,vsa_acc,Weight,PEOE_PC+,chi1,weinerPol,SMR_VSA0,apol,chi0_C,h_mr,VDistMa,zagreb,chi0,opr_violation,SlogP_VSA2,mr,VAdjEq,SMR_VSA6,vdw_vol,diameter,vsa_other,SlogP_VSA3,PEOE_VSA-5,Kier1,SlogP_VSA7,b_max1len,b_ar,a_aro,b_double,a_hyd,a_nO,VAdjMa,opr_brigid,h_pstates,b_heavy,rings,a_nN,a_heavy,SlogP_VSA1,lip_acc,a_nC,a_acc,opr_nring,ast_violation_ext,PEOE_VSA-3,ast_violation,logPapp
4.3239999,-8.4931803,31.616989,-0.21064252,0.094733626,0.47982305,-0.43368611,0.63022786,11.454739,0.14987865,-9.2430086,13.813231,0.23214285,1.6465716,-0.49266446,2.7201726,-0.33392608,14.045601,15.642668,0.056886379,20.397179,0.07267566,190.80531,294.11432,-2.450197,0.46226385,96.155243,-2.7055576,0.75687659,4.0186696,20.212736,0.2431234,12576.0,21.181841,81.251015,0.44999999,-3.7792945,0.81818181,2.0,24.444445,92.286789,778.008,3.7792945,26.67485,88.0,152.90742,129.24196,29.802389,21.828802,11.390491,280.0,40.940216,3.0,159.10117,21.689524,0.23130681,105.31101,903.20166,20.0,92.058067,73.758316,81.401527,48.664177,105.85911,4.0,11.0,11.0,6.0,35.0,7.0,6.8826432,33.0,1.0,59.0,4.0,7.0,56.0,63.646553,14.0,42.0,7.0,3.0,5.0,0.0,3.0,-5.32
3.5780001,-8.3067598,40.075508,-0.21120973,0.087887675,0.45303544,-0.46362433,0.61098903,11.641562,0.14558552,-8.8012428,14.726056,0.23214285,1.6465716,-0.47744456,2.7201598,-0.31147391,13.192047,14.734419,0.05559089,20.036425,0.067423724,112.05805,256.37753,-2.449492,0.48950443,118.21371,-2.7039433,0.85706949,4.0186696,17.027161,0.14293052,12576.0,20.89924,0.0,0.44999999,-4.0736804,0.81818181,2.0,24.444445,94.790543,779.97998,4.0736804,26.67485,88.0,152.90742,126.95037,29.095284,21.579597,11.390491,280.0,40.940216,3.0,159.10117,21.40612,0.23130681,126.23727,895.33557,20.0,92.058067,94.68457,81.401527,48.664177,105.85911,4.0,11.0,11.0,6.0,34.0,8.0,6.8826432,33.0,1.0,59.0,4.0,7.0,56.0,63.646553,15.0,41.0,8.0,3.0,5.0,0.0,3.0,-5.58
2.299,-6.8232298,51.916496,-0.1971723,0.08598987,0.39698577,-0.43307966,0.56937706,10.78911,0.13006954,-8.4927282,15.899221,0.23214285,1.6474053,-0.44061813,2.7201726,-0.26167256,12.712268,13.642668,0.006594682,20.227457,0.065967813,118.97533,240.32713,-2.4501772,0.36527744,130.0547,-2.7054298,0.84933835,4.0187359,20.212736,0.15066166,12575.0,20.886539,0.0,0.44999999,-4.1635866,0.81818181,2.0,23.851873,101.70782,782.0,4.1635866,26.568697,87.0,152.90742,127.92196,28.681068,21.664349,11.390339,282.0,41.103355,3.0,159.10117,21.38592,0.23130681,105.31101,892.68945,20.0,92.058067,73.758316,81.401527,48.664177,52.071899,4.0,10.0,10.0,6.0,33.0,7.0,6.8826432,32.0,1.0102092,59.0,4.0,9.0,56.0,82.086128,16.0,40.0,8.0,3.0,5.0,9.4210396,3.0,-5.79
1.95,-6.9629202,47.425484,-0.20776691,0.082495637,0.397845,-0.42371884,0.54703045,9.4034548,0.12537088,-8.0030088,15.82625,0.053571429,1.6527345,-0.43558487,2.7201734,-0.27640978,13.134917,13.826171,0.043268543,20.546682,0.063287184,123.12122,224.76682,-2.4506171,0.3886072,96.155243,-2.7064936,0.84345311,4.0046687,17.027161,0.15654689,12525.0,20.74864,0.0,0.42105263,-4.339942,0.72727275,2.0,23.851873,105.85371,785.0,4.339942,26.585535,88.0,176.76964,128.29076,28.388176,21.496294,11.391762,282.0,41.103355,3.0,182.96339,21.230116,0.23130681,147.44896,888.17926,19.0,105.0076,110.63747,94.968445,48.664177,17.643185,4.0,5.0,5.0,7.0,32.0,8.0,6.8826432,32.0,1.0,59.0,4.0,8.0,56.0,72.029648,16.0,40.0,8.0,3.0,4.0,0.0,2.0,-6.59
5.2080002,-9.4621496,31.616989,-0.20535976,0.095495835,0.47911316,-0.4222163,0.62941998,11.454612,0.15006417,-9.6741199,13.803319,0.19298245,1.7353643,-0.4902626,2.7202859,-0.33290011,14.439447,16.036514,0.053571384,20.791025,0.073260389,188.59677,293.68552,-2.4510298,0.46222636,96.155243,-2.7061298,0.76443571,3.9100811,24.623531,0.23556429,12548.0,21.63204,79.042473,0.3888889,-3.7491298,0.63636363,2.0,24.589926,92.286789,792.03497,3.7491298,27.068697,90.0,152.90742,132.33554,30.672632,22.283171,11.457448,286.0,41.810463,4.0,159.10117,22.130898,0.22805569,86.871437,921.72913,18.0,92.058067,55.318733,81.401527,49.653332,105.85911,4.0,11.0,11.0,6.0,36.0,7.0,6.9068904,33.0,1.0,60.0,4.0,7.0,57.0,63.646553,14.0,43.0,7.0,3.0,5.0,0.0,3.0,-6.49
3.4590001,-8.1068401,47.425484,-0.20779327,0.086840242,0.4463096,-0.42452377,0.61084735,11.454566,0.14239281,-8.8589649,15.157029,0.14035088,1.7331815,-0.46605721,2.7201593,-0.31040528,13.376499,14.973565,0.054700233,20.424999,0.066622607,193.30907,275.24594,-2.4496608,0.44887012,153.87215,-2.7042644,0.75830692,3.9073696,20.212736,0.24169306,12578.0,21.34034,81.251015,0.3888889,-4.1228151,0.63636363,2.0,25.193336,94.790543,794.00696,4.1228151,27.212856,90.0,163.9073,130.04396,29.802389,22.008877,11.458641,284.0,41.647324,3.0,170.10106,21.89101,0.22805569,126.23727,913.86304,18.0,92.058067,94.68457,81.401527,49.653332,105.85911,4.0,11.0,11.0,6.0,35.0,8.0,6.9068904,33.0,1.0,60.0,4.0,7.0,57.0,63.646553,15.0,42.0,8.0,3.0,5.0,0.0,3.0,-5.38
5.5650001,-9.8686199,31.616989,-0.20493443,0.095524944,0.40491956,-0.41750139,0.56837535,8.3897839,0.1287269,-9.4898224,13.811931,0.19298245,1.735209,-0.43323913,2.8739629,-0.2807703,15.399956,16.036514,0.047526866,21.751534,0.073282719,109.5543,281.37204,-2.5606506,0.41204503,96.155243,-2.8162916,0.86316264,3.9100811,25.848753,0.13683733,12548.0,21.74114,0.0,0.3888889,-3.7479875,0.63636363,2.0,24.589926,92.286789,798.08301,3.7479875,27.068697,90.0,152.90742,136.3363,30.672632,22.381147,11.457448,286.0,41.810463,4.0,159.10117,22.198788,0.22805569,105.31101,921.72913,18.0,92.058067,73.758316,81.401527,49.653332,17.643185,4.0,5.0,5.0,6.0,36.0,7.0,6.9068904,33.0,1.0,60.0,4.0,7.0,57.0,63.646553,14.0,43.0,7.0,3.0,5.0,0.0,3.0,-6.93
4.1570001,-8.4656,31.616989,-0.20355771,0.087286003,0.39755711,-0.41538826,0.54503357,8.3897572,0.12271303,-8.6024981,15.226522,0.052631579,1.735209,-0.43174314,2.7371316,-0.27556723,14.399956,15.036514,0.042954668,21.328884,0.066962153,112.05805,224.76682,-2.5173304,0.38857585,96.155243,-2.7666109,0.85989451,3.9100811,25.848753,0.14010546,12548.0,21.437941,0.0,0.3888889,-4.1017604,0.63636363,2.0,24.589926,94.790543,800.05499,4.1017604,27.068697,90.0,163.9073,134.04472,29.965527,22.106853,11.457448,286.0,41.810463,3.0,170.10106,21.921764,0.22805569,147.16353,913.86304,18.0,92.058067,115.61083,81.401527,49.653332,17.643185,4.0,5.0,5.0,6.0,35.0,8.0,6.9068904,33.0,1.0,60.0,4.0,7.0,57.0,63.646553,15.0,42.0,8.0,3.0,5.0,0.0,3.0,-5.05
5.3800001,-9.5236197,47.425484,-0.21051332,0.09480679,0.47961789,-0.43386567,0.62996459,11.454721,0.15002756,-9.8691187,13.804533,0.15517241,1.7383801,-0.49173146,2.7202866,-0.33340737,15.083606,16.680672,0.056104865,21.435183,0.07273443,190.80531,331.85114,-2.451916,0.46222258,96.155243,-2.7085059,0.7662918,3.9228735,20.212736,0.23370817,13201.0,22.10524,81.251015,0.3888889,-3.7763779,0.63636363,2.0,25.947453,92.286789,806.06201,3.7763779,27.712856,91.0,152.90742,135.42914,31.216602,22.737572,11.509863,288.0,42.354431,4.0,159.10117,22.632597,0.22490348,105.31101,940.25659,18.0,92.058067,73.758316,81.401527,50.642838,105.85911,5.0,11.0,11.0,6.0,37.0,7.0,6.9307375,33.0,1.0,61.0,4.0,7.0,58.0,63.646553,14.0,44.0,7.0,3.0,5.0,0.0,3.0,-6.99
5.296,-9.5236197,47.425484,-0.20527124,0.094792314,0.47899228,-0.42011219,0.62937796,11.454706,0.14989446,-9.8564844,13.809778,0.20689656,1.7232831,-0.48927233,2.7202582,-0.33280516,14.939447,16.536514,0.053436555,21.291025,0.072720677,190.80531,294.11432,-2.4524558,0.46217218,96.155243,-2.7084472,0.7662918,3.9518967,24.623531,0.23370817,13299.0,22.09824,81.251015,0.42105263,-3.7769547,0.72727275,2.0,25.333334,92.286789,806.06201,3.7769547,27.568697,91.0,152.90742,135.42914,31.37974,22.73757,11.505762,290.0,42.517567,4.0,159.10117,22.598822,0.22490348,105.31101,940.25659,19.0,92.058067,73.758316,81.401527,50.642838,105.85911,4.0,11.0,11.0,6.0,37.0,7.0,6.9307375,33.0,1.0,61.0,4.0,7.0,58.0,63.646553,14.0,44.0,7.0,3.0,5.0,0.0,3.0,-5.16
5.7379999,-9.7253904,31.616989,-0.20523709,0.094733603,0.47898251,-0.41982973,0.62937325,11.454734,0.14986941,-10.164824,13.811703,0.22033899,1.7090133,-0.48920166,2.7202766,-0.33279967,15.439447,17.036514,0.053422607,21.791025,0.072675638,190.80531,312.98273,-2.4539249,0.46217066,96.155243,-2.7106886,0.77073115,4.0023217,24.623531,0.22926883,14108.0,22.55994,81.251015,0.44999999,-3.7792954,0.81818181,3.0,26.081938,92.286789,820.08899,3.7792954,28.068697,92.0,152.90742,138.52272,32.086845,23.191959,11.551768,294.0,43.224674,4.0,159.10117,23.066509,0.2218456,105.31101,958.78406,20.0,92.058067,73.758316,81.401527,51.632675,105.85911,4.0,11.0,11.0,6.0,38.0,7.0,6.9541965,33.0,1.0,62.0,4.0,7.0,59.0,63.646553,14.0,45.0,7.0,3.0,5.0,0.0,3.0,-6.97
4.9920001,-9.53897,40.075508,-0.20781362,0.087887652,0.45275354,-0.44982776,0.61056405,11.641558,0.14556395,-9.7232513,14.724519,0.22033899,1.7090133,-0.47497007,2.7202513,-0.30991679,14.585895,16.128265,0.053341523,21.430271,0.067423709,112.05805,275.24594,-2.4523759,0.48776215,118.21371,-2.7076831,0.86522239,4.0023217,21.437956,0.13477764,14108.0,22.27734,0.0,0.44999999,-4.0736814,0.81818181,2.0,26.081938,94.790543,822.06097,4.0736814,28.068697,92.0,152.90742,136.23112,31.37974,22.942755,11.551768,294.0,43.224674,3.0,159.10117,22.785526,0.2218456,126.23727,950.91797,20.0,92.058067,94.68457,81.401527,51.632675,105.85911,4.0,11.0,11.0,6.0,37.0,8.0,6.9541965,33.0,1.0,62.0,4.0,7.0,59.0,63.646553,15.0,44.0,8.0,3.0,5.0,0.0,3.0,-6.64
3.7130001,-8.0554399,51.916496,-0.1953295,0.085989848,0.39698508,-0.4188534,0.56844109,10.789105,0.12877479,-9.4145422,15.897692,0.22033899,1.7098465,-0.43359506,2.7202764,-0.26164949,14.106114,15.036514,0.006591041,21.621304,0.065967798,118.97533,259.19553,-2.453882,0.36526275,130.0547,-2.7104609,0.85787386,4.0023785,24.623531,0.14212611,14107.0,22.264641,0.0,0.44999999,-4.1635876,0.81818181,2.0,25.478907,101.70782,824.08099,4.1635876,27.962543,91.0,152.90742,137.20271,30.965527,23.027506,11.551632,296.0,43.38781,3.0,159.10117,22.766085,0.2218456,105.31101,948.27185,20.0,92.058067,73.758316,81.401527,51.632675,52.071899,4.0,10.0,10.0,6.0,36.0,7.0,6.9541965,32.0,1.010209,62.0,4.0,9.0,59.0,82.086128,16.0,43.0,8.0,3.0,5.0,9.4210396,3.0,-5.33
5.329,-9.7320995,47.425484,-0.21434885,0.094778098,0.57365179,-0.4654761,0.70876491,14.51954,0.16094591,-10.435056,13.795282,0.18333334,1.5173951,-0.524315,2.7201765,-0.38846317,15.140736,17.698311,0.059385467,21.492313,0.072712414,269.84778,381.90143,-2.4489188,0.547436,96.155243,-2.7032278,0.67125511,3.9284689,23.39831,0.32874489,14290.0,22.701139,160.29349,0.3888889,-3.7775211,0.63636363,3.0,25.629648,92.286789,826.052,3.7775211,28.730494,95.0,152.90742,136.28195,32.208168,23.378536,11.610414,304.0,43.345997,4.0,159.10117,23.279242,0.22152956,86.871437,969.31714,18.0,92.058067,55.318733,81.401527,50.991211,194.07503,4.0,17.0,17.0,6.0,39.0,7.0,7.0,39.0,1.0,64.0,5.0,7.0,60.0,63.646553,14.0,46.0,7.0,4.0,5.0,0.0,3.0,-6.97
3.3640001,-8.1951303,47.425484,-0.2036902,0.082495615,0.39757445,-0.41607037,0.54516172,9.40345,0.12280747,-8.9248581,15.824723,0.050847456,1.7150997,-0.43192732,2.720278,-0.27561653,14.528764,15.220017,0.043239996,21.940529,0.063287169,123.12122,243.63522,-2.4548221,0.38857698,96.155243,-2.71227,0.85235614,3.9887691,21.437956,0.14764383,14054.0,22.12674,0.0,0.42105263,-4.3399429,0.72727275,2.0,25.478907,105.85371,827.08099,4.3399429,27.979382,92.0,176.76964,137.5715,30.672632,22.859449,11.552937,296.0,43.38781,3.0,182.96339,22.609884,0.2218456,147.44896,943.76166,19.0,105.0076,110.63747,94.968445,51.632675,17.643185,4.0,5.0,5.0,7.0,35.0,8.0,6.9541965,32.0,1.0,62.0,4.0,8.0,59.0,72.029648,16.0,43.0,8.0,3.0,5.0,0.0,3.0,-5.71
5.6859999,-10.13857,47.425484,-0.21412805,0.094806768,0.52983385,-0.45449856,0.6657052,11.454712,0.16032705,-10.250522,13.803887,0.18333334,1.5172716,-0.52399707,2.8738599,-0.36686125,16.101244,17.698311,0.057107963,22.452822,0.072734408,190.80531,369.58795,-2.5599103,0.48848227,96.155243,-2.8154194,0.76754946,3.9284689,24.623531,0.23245056,14290.0,22.81024,81.251015,0.3888889,-3.7763789,0.63636363,3.0,25.629648,92.286789,832.09998,3.7763789,28.730494,95.0,152.90742,140.28271,32.208168,23.476511,11.610414,304.0,43.345997,4.0,159.10117,23.352242,0.22152956,105.31101,969.31714,18.0,92.058067,73.758316,81.401527,50.991211,105.85911,4.0,11.0,11.0,6.0,39.0,7.0,7.0,39.0,1.0,64.0,5.0,7.0,60.0,63.646553,14.0,46.0,7.0,4.0,5.0,0.0,3.0,-7.35
4.2779999,-8.7355499,47.425484,-0.21332386,0.086685985,0.51284277,-0.44076267,0.64896888,11.454685,0.15766288,-9.3632336,15.218456,0.050000001,1.5172716,-0.5174405,2.7350063,-0.35637715,15.101244,16.698311,0.056443099,22.030172,0.066504262,193.30907,312.98273,-2.5150816,0.47555444,96.155243,-2.7636402,0.7642681,3.9284689,24.623531,0.2357319,14290.0,22.50704,81.251015,0.3888889,-4.1301517,0.63636363,2.0,25.629648,94.790543,834.07196,4.1301517,28.730494,95.0,163.9073,137.99113,31.50106,23.202219,11.610414,304.0,43.345997,3.0,170.10106,23.075094,0.22152956,147.16353,961.45105,18.0,92.058067,115.61083,81.401527,50.991211,105.85911,4.0,11.0,11.0,6.0,38.0,8.0,7.0,39.0,1.0,64.0,5.0,7.0,60.0,63.646553,15.0,45.0,8.0,4.0,5.0,0.0,3.0,-5.45
5.4169998,-9.7935696,63.233978,-0.2142795,0.094085075,0.5735305,-0.46445709,0.70883042,14.519634,0.16088961,-10.617225,13.801736,0.19672132,1.508462,-0.52404737,2.7201626,-0.38867155,15.640736,18.198311,0.059188318,21.992313,0.072180741,272.05634,382.33026,-2.4495969,0.54486346,96.155243,-2.7044899,0.67482704,3.9639792,23.39831,0.32517299,15084.0,23.167339,162.50203,0.42105263,-3.805346,0.72727275,2.0,26.367884,92.286789,840.07898,3.805346,29.230494,96.0,152.90742,139.37555,32.915276,23.832933,11.657104,308.0,44.053101,4.0,159.10117,23.747593,0.21857543,105.31101,987.8446,19.0,92.058067,73.758316,81.401527,51.97633,194.07503,4.0,17.0,17.0,6.0,40.0,7.0,7.022368,39.0,1.0,65.0,5.0,7.0,61.0,63.646553,14.0,47.0,7.0,4.0,5.0,0.0,3.0,-5.57
4.7179999,-9.9847202,47.425484,-0.20785841,0.086840242,0.44635698,-0.42964852,0.61090165,13.672125,0.14353378,-10.342529,15.156597,0.13114753,1.501294,-0.47004345,2.7201595,-0.31049377,14.781199,16.939892,0.055156358,21.8297,0.066622607,229.34314,310.53229,-2.4496593,0.48346734,153.87215,-2.704262,0.72561562,3.9899545,20.212736,0.27438435,15168.0,23.09094,117.28508,0.44999999,-4.1228151,0.81818181,2.0,25.785185,94.790543,844.06696,4.1228151,29.179182,99.0,163.9073,138.41754,32.371304,23.614679,11.652573,310.0,44.21624,3.0,170.10106,23.514099,0.21857543,126.23727,979.97858,20.0,92.058067,94.68457,81.401527,51.97633,146.2914,4.0,16.0,15.0,6.0,39.0,8.0,7.022368,38.0,1.0,65.0,5.0,7.0,61.0,63.646553,15.0,46.0,8.0,4.0,5.0,0.0,3.0,-6.9
5.8590002,-9.9953403,47.425484,-0.21426745,0.094027236,0.57348734,-0.46430033,0.70885319,14.519663,0.16088122,-10.925506,13.80366,0.20967741,1.4975697,-0.52403909,2.7201719,-0.38870075,16.140736,18.698311,0.059167381,22.492313,0.072136365,272.05634,401.19867,-2.4502847,0.54478157,96.155243,-2.7057457,0.68085718,4.0088983,23.39831,0.31914279,15939.0,23.62904,162.50203,0.44999999,-3.8076868,0.81818181,3.0,27.111111,92.286789,854.10596,3.8076868,29.730494,97.0,152.90742,142.46913,33.622379,24.287323,11.701561,312.0,44.760208,4.0,159.10117,24.215689,0.2157065,105.31101,1006.3721,20.0,92.058067,73.758316,81.401527,52.961891,194.07503,4.0,17.0,17.0,6.0,41.0,7.0,7.044394,39.0,1.0,66.0,5.0,7.0,62.0,63.646553,14.0,48.0,7.0,4.0,5.0,0.0,3.0,-7.34
5.1129999,-9.8089199,55.884003,-0.21339099,0.087279357,0.57066876,-0.50617766,0.70723909,14.706485,0.16721132,-10.484178,14.71636,0.20967741,1.4975697,-0.5372076,2.7201591,-0.38814661,15.287183,17.790062,0.060127884,22.131559,0.066959485,193.30907,363.46185,-2.4495592,0.53438282,118.21371,-2.7040751,0.77301943,4.0088983,20.212736,0.22698055,15939.0,23.346439,81.251015,0.44999999,-4.1020727,0.81818181,2.0,27.111111,94.790543,856.078,4.1020727,29.730494,97.0,152.90742,140.17755,32.915276,24.038118,11.701561,312.0,44.760208,4.0,159.10117,23.934477,0.2157065,126.23727,998.50604,20.0,92.058067,94.68457,81.401527,52.961891,194.07503,4.0,17.0,17.0,6.0,40.0,8.0,7.044394,39.0,1.0,66.0,5.0,7.0,62.0,63.646553,15.0,47.0,8.0,4.0,5.0,0.0,3.0,-7.14
6.6389999,-11.4015,47.425484,-0.21061859,0.09480679,0.47967094,-0.43402115,0.63007325,13.67228,0.15230803,-11.352665,13.804109,0.14516129,1.5073794,-0.49856481,2.7202868,-0.33348638,16.488306,18.646999,0.056983452,22.839884,0.07273443,226.83939,367.13751,-2.4519131,0.49135867,96.155243,-2.7085009,0.73390013,3.9974053,20.212736,0.26609987,15843.0,23.855841,117.28508,0.44999999,-3.7763779,0.81818181,3.0,26.518536,92.286789,856.12201,3.7763779,29.679182,100.0,152.90742,143.80272,33.785519,24.343374,11.70142,314.0,44.923344,4.0,159.10117,24.254333,0.2157065,105.31101,1006.3721,20.0,92.058067,73.758316,81.401527,52.961891,146.2914,5.0,16.0,15.0,6.0,41.0,7.0,7.044394,38.0,1.0,66.0,5.0,7.0,62.0,63.646553,14.0,48.0,7.0,4.0,5.0,0.0,3.0,-7.96
3.8340001,-8.3253899,67.724991,-0.20780613,0.085407458,0.44628918,-0.44593862,0.66834331,13.854033,0.16086876,-10.175225,15.88964,0.20967741,1.4982642,-0.47779936,2.7201717,-0.31038824,14.807403,16.698311,0.054686721,22.322592,0.065523393,200.22635,347.41144,-2.4502642,0.44886932,130.0547,-2.7056136,0.76645535,4.0089474,23.39831,0.23354462,15938.0,23.33374,81.251015,0.44999999,-4.1919789,0.81818181,2.0,26.518536,101.70782,858.09796,4.1919789,29.62434,96.0,152.90742,141.14912,32.50106,24.122869,11.701439,314.0,44.923344,3.0,159.10117,23.918234,0.2157065,105.31101,995.85992,20.0,92.058067,73.758316,81.401527,52.961891,140.28783,4.0,16.0,16.0,6.0,39.0,7.0,7.044394,38.0,1.0102077,66.0,5.0,9.0,62.0,82.086128,16.0,46.0,8.0,4.0,5.0,9.4210396,3.0,-5.64
3.4849999,-8.4650803,63.233978,-0.21334592,0.081959449,0.51294947,-0.44333225,0.64908612,12.468378,0.15766257,-9.6855745,15.816675,0.048387095,1.5025847,-0.51745152,2.7201726,-0.35642731,15.230052,16.881813,0.057526648,22.641817,0.062878124,204.37224,331.85114,-2.4507174,0.47557583,96.155243,-2.7067137,0.76072538,3.9962299,20.212736,0.23927462,15882.0,23.195841,81.251015,0.42105263,-4.3683343,0.72727275,2.0,26.518536,105.85371,861.09796,4.3683343,29.641176,97.0,176.76964,141.51793,32.208168,23.954815,11.702584,314.0,44.923344,3.0,182.96339,23.762863,0.2157065,147.44896,991.34973,19.0,105.0076,110.63747,94.968445,52.961891,105.85911,4.0,11.0,11.0,7.0,38.0,8.0,7.044394,38.0,1.0,66.0,5.0,8.0,62.0,72.029648,16.0,46.0,8.0,4.0,5.0,0.0,3.0,-5.71
6.5879998,-11.60998,47.425484,-0.21443635,0.094778098,0.58014774,-0.46256328,0.71643132,16.737099,0.16315179,-11.918623,13.794858,0.171875,1.3520316,-0.53048348,2.7201767,-0.39284065,16.545437,19.664637,0.060013868,22.897015,0.072712414,305.88187,417.18781,-2.4489179,0.5478642,96.155243,-2.7032259,0.64302695,3.995193,23.39831,0.35697305,17024.0,24.45174,196.32756,0.44999999,-3.7775211,0.81818181,3.0,26.277344,92.286789,876.112,3.7775211,30.696819,104.0,152.90742,144.65555,34.777081,24.984339,11.796637,330.0,45.914909,5.0,159.10117,24.897745,0.21257895,86.871437,1035.4326,20.0,92.058067,55.318733,81.401527,53.353497,234.50732,4.0,22.0,21.0,6.0,43.0,7.0,7.1085243,44.0,1.0,69.0,6.0,7.0,64.0,63.646553,14.0,50.0,7.0,5.0,5.0,0.0,3.0,-7.88
5.5370002,-10.61343,47.425484,-0.2134628,0.086685985,0.51290464,-0.43588749,0.6491394,13.672244,0.16108231,-10.846786,15.218031,0.046875,1.3519346,-0.52713275,2.7350097,-0.35644868,16.505945,18.664637,0.056979887,23.434872,0.066504262,229.34314,348.2691,-2.5150785,0.49922186,96.155243,-2.7636356,0.73209828,3.995193,24.623531,0.26790175,17024.0,24.257641,117.28508,0.44999999,-4.1301517,0.81818181,3.0,26.277344,94.790543,884.13196,4.1301517,30.696819,104.0,163.9073,146.36472,34.069973,24.808023,11.796637,330.0,45.914909,5.0,170.10106,24.696987,0.21257895,147.16353,1027.5667,20.0,92.058067,115.61083,81.401527,53.353497,146.2914,4.0,16.0,15.0,6.0,42.0,8.0,7.1085243,44.0,1.0,69.0,6.0,7.0,64.0,63.646553,15.0,49.0,8.0,5.0,5.0,0.0,3.0,-6.64
6.6760001,-11.67145,63.233978,-0.21436837,0.094085075,0.57970953,-0.46128631,0.71658999,16.737194,0.1631528,-12.100778,13.801312,0.18461539,1.3460333,-0.53047168,2.7201626,-0.39304596,17.045437,20.164637,0.059634931,23.397015,0.072180741,308.09039,417.61664,-2.4495955,0.54532659,96.155243,-2.7044873,0.6469627,4.0178099,23.39831,0.3530373,17882.0,24.91794,198.53609,0.44999999,-3.805346,0.81818181,3.0,26.997131,92.286789,890.13898,3.805346,31.196819,105.0,152.90742,147.74913,35.484188,25.438738,11.841584,334.0,46.622017,5.0,159.10117,25.366034,0.20988324,105.31101,1053.9602,20.0,92.058067,73.758316,81.401527,54.334694,234.50732,4.0,22.0,21.0,6.0,44.0,7.0,7.129283,44.0,1.0,70.0,6.0,7.0,65.0,63.646553,14.0,51.0,7.0,5.0,5.0,0.0,3.0,-6.93
6.3720002,-11.6868,55.884003,-0.21352927,0.087279357,0.58125591,-0.50617504,0.72537458,16.924044,0.16721196,-11.967746,14.71593,0.1969697,1.3382789,-0.53714037,2.7201591,-0.39953759,16.691883,19.756388,0.06098358,23.536261,0.066959485,229.34314,398.74823,-2.449558,0.53441387,118.21371,-2.7040727,0.74164015,4.0505381,20.212736,0.25835982,18805.0,25.09704,117.28508,0.44999999,-4.1020727,0.81818181,3.0,27.721783,94.790543,906.138,4.1020727,31.696819,106.0,152.90742,148.55113,35.484188,25.643923,11.884449,338.0,47.329124,5.0,159.10117,25.553961,0.20726137,126.23727,1064.6216,20.0,92.058067,94.68457,81.401527,55.316406,234.50732,4.0,22.0,21.0,6.0,44.0,8.0,7.1497469,44.0,1.0,71.0,6.0,7.0,66.0,63.646553,15.0,51.0,8.0,5.0,5.0,0.0,3.0,-8.27
5.0929999,-10.20327,67.724991,-0.20787032,0.085407458,0.44633684,-0.44273907,0.66970104,16.071592,0.1631494,-11.658773,15.889215,0.1969697,1.3388613,-0.48102656,2.7201719,-0.31047684,16.212103,18.664637,0.055127338,23.727293,0.065523393,236.26042,382.69781,-2.4502625,0.48346475,130.0547,-2.7056103,0.73554045,4.0505843,23.39831,0.26445958,18804.0,25.084339,117.28508,0.44999999,-4.1919789,0.81818181,3.0,27.164576,101.70782,908.15796,4.1919789,31.590668,105.0,152.90742,149.52272,35.069973,25.728674,11.884343,340.0,47.49226,5.0,159.10117,25.540293,0.20726137,105.31101,1061.9755,20.0,92.058067,73.758316,81.401527,55.316406,180.72012,4.0,21.0,20.0,6.0,43.0,7.0,7.1497469,43.0,1.0102075,71.0,6.0,9.0,66.0,82.086128,16.0,50.0,8.0,5.0,5.0,9.4210396,3.0,-6.85
4.744,-10.34296,63.233978,-0.21348335,0.081959449,0.51300782,-0.43853307,0.6492489,14.685937,0.16108243,-11.169127,15.816251,0.045454547,1.3423997,-0.52713317,2.7201726,-0.35649666,16.634752,18.848141,0.058848966,24.046516,0.062878124,240.4063,367.13751,-2.4507155,0.49925265,96.155243,-2.7067099,0.72993112,4.0404372,20.212736,0.27006888,18744.0,24.94644,117.28508,0.44999999,-4.3683343,0.81818181,2.0,27.164576,105.85371,911.15796,4.3683343,31.607504,106.0,176.76964,149.89151,34.777081,25.560617,11.885263,340.0,47.49226,5.0,182.96339,25.385284,0.20726137,147.44896,1057.4652,20.0,105.0076,110.63747,94.968445,55.316406,146.2914,4.0,16.0,15.0,7.0,42.0,8.0,7.1497469,43.0,1.0,71.0,6.0,8.0,66.0,72.029648,16.0,50.0,8.0,5.0,5.0,0.0,3.0,-6.36
