logP(o/w),logS,SlogP,GCUT_PEOE_1,PEOE_VSA+1,GCUT_PEOE_0,h_logD,h_logP,GCUT_SMR_1,PEOE_RPC-,PEOE_VSA+0,density,GCUT_SLOGP_1,BCUT_PEOE_2,BCUT_SLOGP_1,BCUT_SMR_2,a_ICM,h_log_pbo,GCUT_SMR_2,h_logS,PEOE_VSA_FPNEG,h_ema,rsynth,BCUT_SMR_3,balabanJ,BCUT_SLOGP_0,BCUT_PEOE_1,SMR_VSA3,BCUT_SLOGP_3,PEOE_VSA_POS,BCUT_SMR_1,chi1v_C,chi1_C,GCUT_PEOE_2,GCUT_SMR_3,KierFlex,PEOE_VSA+2,a_IC,chi1v,h_emd_C,BCUT_PEOE_3,GCUT_SLOGP_2,h_emd,PEOE_RPC+,KierA2,PEOE_VSA_NEG,SMR_VSA5,BCUT_SMR_0,BCUT_SLOGP_2,PEOE_VSA+3,KierA3,KierA1,BCUT_PEOE_0,SMR_VSA1,PEOE_VSA_FPOS,GCUT_SLOGP_3,PEOE_VSA_FPPOS,SlogP_VSA9,VDistEq,vsa_pol,SlogP_VSA5,chi0v,SlogP_VSA4,PEOE_VSA_FNEG,PEOE_VSA_FHYD,SlogP_VSA8,bpol,b_rotR,weinerPath,opr_nrot,SMR,PEOE_VSA-0,Kier3,petitjean,PEOE_PC-,petitjeanSC,SMR_VSA7,GCUT_PEOE_3,lip_violation,b_1rotR,Kier2,vsa_acc,Weight,PEOE_PC+,chi1,b_single,weinerPol,PEOE_VSA_FPOL,SMR_VSA0,apol,chi0_C,h_mr,VDistMa,PEOE_VSA_PNEG,vsa_hyd,PEOE_VSA_HYD,zagreb,chi0,opr_violation,SlogP_VSA2,a_nH,TPSA,chi0v_C,mr,VAdjEq,b_count,SMR_VSA6,vdw_vol,diameter,h_pKb,a_count,PEOE_VSA_POL,PEOE_VSA+4,vsa_other,Q_VSA_HYD,SlogP_VSA3,b_1rotN,vdw_area,Q_VSA_POS,b_rotN,PEOE_VSA-5,Kier1,SlogP_VSA7,b_max1len,b_ar,a_aro,b_double,a_hyd,a_nO,h_pavgQ,VAdjMa,opr_brigid,h_pstates,b_heavy,PEOE_VSA_PPOS,rings,a_nN,a_heavy,SlogP_VSA1,h_pstrain,lip_acc,a_donacc,a_nC,a_acc,SMR_VSA4,opr_nring,ast_violation_ext,PEOE_VSA-3,radius,ast_violation,logPapp
3.4130001,-8.6900301,2.8357699,-0.36433196,36.108002,-0.84624416,5.0081367,5.2131219,-0.21071137,0.081999511,219.11038,0.79517716,-0.3330552,0.47840369,-0.43220434,0.61270136,1.4898707,11.363188,0.14698508,-9.1362343,0.11653617,16.448465,0.14516129,3.0077603,1.3424973,-2.8768597,-0.49834338,19.113449,2.7350044,623.94366,-0.33310083,15.158539,16.968695,0.055689886,3.6231232,15.71298,179.51395,195.17307,23.003195,22.182663,2.75317,0.046238918,27.190912,0.063662857,22.14764,215.05927,293.31793,-2.5151188,0.48905545,111.51417,12.78034,43.986847,-2.763824,15.62157,0.74367279,3.333005,0.092606574,99.978043,3.9486105,97.774193,51.765594,37.35685,12.007167,0.25632718,0.79085726,150.94725,96.231285,0.17910448,15595.0,27.0,23.574841,117.28508,14.99894,0.44999999,-4.3143578,0.81818181,132.87523,3.3895695,2.0,0.17910448,25.945179,86.409035,860.10999,4.3143578,29.909126,119.0,102.0,0.20914274,165.17308,142.84471,32.459244,23.928875,11.706616,97.774193,663.53156,663.53156,318.0,44.174423,4.0,181.10095,69.0,161.14,30.854795,23.844276,0.21820509,136.0,262.77435,994.19104,20.0,7.2186584,131.0,175.47137,0.0,77.697189,839.00293,231.22166,12.0,839.00293,839.00293,12.0,81.401527,51.392738,128.64822,4.0,11.0,10.0,6.0,41.0,8.0,0.37672329,7.0660892,45.0,1.9395136,67.0,77.697189,6.0,7.0,62.0,47.174271,0.28184563,15.0,11.0,47.0,9.0,5.1459289,5.0,4.0,0.0,11.0,2.0,-5.84
4.552,-9.7480497,3.65184,-0.36667684,51.916496,-0.84624392,6.6585684,6.8635545,-0.21359588,0.087933011,185.28485,0.7824741,-0.33728775,0.5779202,-0.4387562,0.71214175,1.4773545,14.428137,0.16108245,-10.390224,0.11134715,15.031746,0.2857143,3.0069487,1.3360533,-2.8747854,-0.52713305,22.299025,2.719651,561.80969,-0.38979581,15.69803,18.468695,0.058926158,3.5928898,15.030151,135.39699,192.05609,22.965336,21.659687,2.7523589,0.06284333,26.66806,0.068845913,21.924824,293.80652,362.66547,-2.464283,0.51648772,111.51417,12.711548,43.188469,-2.73493,15.62157,0.65661412,3.2990205,0.090808451,99.978043,3.9730392,95.270432,70.633995,37.636684,10.781946,0.34338588,0.79784441,113.21043,92.128868,0.19117647,16413.0,26.0,24.23514,198.53609,15.5,0.44999999,-3.9895523,0.81818181,132.87523,3.3549457,2.0,0.19117647,26.673836,83.905281,866.117,3.9895523,30.409126,112.0,103.0,0.2021556,154.17319,144.22913,33.873459,24.559589,11.752791,95.270432,682.64862,682.64862,322.0,44.881531,4.0,170.10106,67.0,151.91,31.542877,24.515501,0.21535175,135.0,220.92184,1020.5846,20.0,7.2186546,130.0,172.96762,0.0,77.697189,855.61621,189.36914,13.0,855.61621,855.61621,13.0,81.401527,52.372837,216.86414,4.0,17.0,16.0,6.0,43.0,7.0,0.37672523,7.0874629,45.0,1.9395155,68.0,77.697189,6.0,7.0,63.0,47.174271,0.28184748,14.0,10.0,49.0,8.0,5.1459289,5.0,5.0,0.0,11.0,3.0,-6.02
4.994,-9.9498196,4.0419402,-0.3660666,36.108002,-0.8462441,6.8894954,7.0944848,-0.21357992,0.087881446,216.90184,0.78008139,-0.32670704,0.57916248,-0.4384847,0.71223068,1.4689368,14.428165,0.16108251,-10.698503,0.10932721,15.033669,0.296875,3.0069933,1.3277247,-2.8747227,-0.52713305,22.299025,2.7196603,577.61816,-0.38983512,16.19803,18.968695,0.058858253,3.6013172,15.586177,135.39699,195.36859,23.465336,21.82,2.7523885,0.062842079,26.827656,0.068805538,22.601118,293.80652,381.53387,-2.4643576,0.51636922,111.51417,13.178581,44.135662,-2.7349887,15.62157,0.66284347,3.3111455,0.089161098,99.978043,4.0084939,95.270432,70.633995,38.343788,10.781946,0.33715653,0.8015117,132.07884,94.315285,0.20289855,17294.0,27.0,24.69684,198.53609,16.015574,0.44999999,-3.9918931,0.81818181,132.87523,3.3642616,2.0,0.20289855,27.407425,83.905281,880.14398,3.9918931,30.909126,115.0,104.0,0.19848831,154.17319,147.32272,34.580563,25.013979,11.796761,95.270432,698.45709,698.45709,326.0,45.588634,4.0,170.10106,69.0,151.91,32.249985,24.98341,0.21257895,138.0,220.92184,1039.1121,20.0,7.2186475,133.0,172.96762,0.0,77.697189,871.42474,189.36914,14.0,871.42474,871.42474,14.0,81.401527,53.353497,216.86414,4.0,17.0,16.0,6.0,44.0,7.0,0.37672919,7.1085243,45.0,1.9395193,69.0,77.697189,6.0,7.0,64.0,47.174271,0.28185126,14.0,10.0,50.0,8.0,5.1459289,5.0,5.0,0.0,11.0,3.0,-6.37
4.2480001,-9.7634001,3.4881699,-0.37690574,44.566521,-0.84624368,6.3702288,6.5751915,-0.21242328,0.081845663,264.32733,0.78989881,-0.34248444,0.55788714,-0.48355901,0.69883126,1.4975433,14.614987,0.16513571,-10.257191,0.1123041,15.946365,0.296875,3.0069335,1.3277247,-2.8753889,-0.53367078,24.356878,2.7196472,655.56067,-0.38504192,15.344478,18.060446,0.060297448,3.5823293,15.586177,135.39699,196.17818,23.104582,22.681643,2.7523718,0.067914866,27.694004,0.064079903,22.601118,215.05927,343.79706,-2.4642787,0.52809918,133.57265,13.178581,44.135662,-2.7349076,26.621458,0.75298148,3.2860277,0.089243516,105.22147,4.0084939,97.774193,51.765594,38.04493,7.5963712,0.24701855,0.79845238,113.21043,94.044868,0.20289855,17294.0,27.0,24.41424,117.28508,16.015574,0.44999999,-4.2862787,0.81818181,132.87523,3.3459537,2.0,0.20289855,27.407425,86.409035,882.11597,4.2862787,30.909126,113.0,104.0,0.20154762,154.17319,145.03113,33.873459,24.764774,11.796761,97.774193,695.14856,695.14856,326.0,45.588634,4.0,170.10106,67.0,161.14,31.542877,24.703087,0.21257895,136.0,241.8481,1031.246,20.0,7.2187185,131.0,175.47137,0.0,77.697189,870.61993,210.29539,14.0,870.61993,870.61993,14.0,81.401527,53.353497,216.86414,4.0,17.0,16.0,6.0,43.0,8.0,0.3766908,7.1085243,45.0,1.9394819,69.0,77.697189,6.0,7.0,64.0,47.174271,0.28181458,15.0,11.0,49.0,9.0,5.1459289,5.0,5.0,0.0,11.0,3.0,-6.5
2.9690001,-8.27987,3.13464,-0.3633588,56.407505,-0.85429996,5.7503047,5.955864,-0.20514265,0.080164187,219.11038,0.79193473,-0.32769614,0.41294834,-0.43846914,0.64574361,1.508311,13.762536,0.16108242,-9.9482222,0.10871875,17.119648,0.296875,3.0069935,1.3283309,-2.8747208,-0.45797327,22.299025,2.7196603,654.3252,-0.28744575,14.864697,16.968695,0.053132657,3.599283,15.337603,155.6965,200.60536,23.295614,22.933153,2.7523906,0.038524061,27.940771,0.062763423,22.184645,221.97655,327.74664,-2.4643555,0.46876332,145.41362,12.997106,44.247116,-2.7349832,34.061146,0.74668938,3.306778,0.088664874,132.87523,4.0085588,104.69147,70.633995,38.506165,10.781946,0.25331062,0.80261636,132.07884,96.29528,0.20289855,17293.0,27.0,24.401541,117.28508,15.754098,0.44999999,-4.3761854,0.81818181,165.77242,3.3632243,2.0,0.20289855,26.833462,93.326324,884.13599,4.3761854,30.802973,116.0,103.0,0.19738363,154.17319,146.00272,33.459244,24.849525,11.796647,95.270432,693.91309,703.33417,328.0,45.751774,4.0,170.10106,69.0,169.73,31.517933,24.687832,0.21257895,138.0,220.92184,1028.5999,20.0,7.21769,133.0,172.96762,0.0,77.697189,876.30176,189.36914,14.0,876.30176,876.30176,14.0,81.401527,53.353497,163.07693,4.0,16.0,15.0,6.0,42.0,7.0,0.3780618,7.1085243,44.0,1.9593168,69.0,77.697189,6.0,9.0,64.0,65.613846,0.28264621,16.0,11.0,48.0,9.0,5.1459289,5.0,5.0,9.4210396,11.0,3.0,-6.05
2.6199999,-8.4195604,2.42167,-0.36925426,51.916496,-0.85751051,5.0380211,5.2430053,-0.21075439,0.077058807,216.90184,0.79736763,-0.34224918,0.47848171,-0.43400055,0.61275768,1.5054324,12.376881,0.14703369,-9.4585743,0.12465657,17.046684,0.140625,3.0070894,1.3320094,-2.8751473,-0.49854013,19.113449,2.7196612,646.97522,-0.33317882,15.287347,17.152199,0.056940205,3.6098349,15.747665,175.996,201.72794,23.61484,24.147867,2.7524467,0.046275977,29.156391,0.060332105,22.48176,226.12244,312.18634,-2.4644012,0.48908195,111.51417,12.959862,44.829704,-2.7350233,18.745884,0.74101132,3.3139288,0.10382197,99.978043,3.9977603,108.83736,51.765594,38.433819,7.5963712,0.25898871,0.77152145,169.81564,98.346489,0.20289855,17235.0,27.0,24.263639,117.28508,15.498976,0.44999999,-4.5525403,0.81818181,132.87523,3.374846,2.0,0.20289855,26.833462,97.472198,887.13599,4.5525403,30.819809,121.0,104.0,0.22847854,178.0354,146.37151,33.166351,24.681471,11.797657,108.83736,673.61359,673.61359,328.0,45.751774,4.0,193.96327,70.0,172.22,31.484552,24.53249,0.21257895,139.0,263.05978,1024.0897,20.0,7.2186599,134.0,199.48407,12.949531,90.646713,873.09766,226.24829,14.0,873.09766,873.09766,14.0,94.968445,53.353497,128.64822,4.0,11.0,10.0,7.0,41.0,8.0,0.37672243,7.1085243,44.0,1.9395127,69.0,90.646713,6.0,8.0,64.0,55.557369,0.28184482,16.0,11.0,48.0,9.0,5.1459289,5.0,4.0,0.0,11.0,2.0,-6.47
2.737,-6.9941001,2.4674001,-0.38046855,4.5197463,-0.83958691,5.0188594,5.0188594,-0.20777979,0.093238376,248.51883,0.8260572,-0.3203471,0.44607106,-0.42381904,0.5654912,1.5913867,9.3695087,0.13625641,-7.4289021,0.13473074,13.217268,0.12244898,3.0028937,2.0038559,-2.8446474,-0.47606245,22.614056,2.720206,550.64789,-0.27641824,10.608879,11.763222,0.043255255,3.4522669,14.594736,94.797981,162.32144,17.614021,18.669495,2.7491241,0.023280233,23.647408,0.073368728,18.854471,156.46938,202.22275,-2.4495955,0.40008608,125.11412,11.404357,37.929573,-2.7041838,12.497255,0.77872217,3.1624887,0.10987879,190.89229,3.7765975,95.270432,68.281059,30.46192,7.5963712,0.22127783,0.75539047,113.21043,75.263969,0.19607843,8427.0,21.0,18.53384,31.616989,13.115703,0.35294119,-3.7435853,0.54545456,240.73376,3.2193449,2.0,0.19607843,21.639183,83.905281,705.297,3.7435853,23.263365,92.0,80.0,0.24460953,154.17319,111.33403,24.819262,18.950304,11.016622,95.270432,534.1496,534.1496,242.0,36.249985,3.0,170.10106,53.0,148.67,23.681435,18.92972,0.25355992,104.0,126.23727,789.13782,17.0,14.0,102.0,172.96762,0.0,77.697189,707.11725,94.68457,10.0,707.11725,707.11725,10.0,81.401527,43.404846,70.572739,4.0,6.0,6.0,6.0,30.0,7.0,0.0,6.6724253,28.0,1.0,51.0,77.697189,3.0,6.0,49.0,44.049957,0.0,13.0,9.0,35.0,7.0,0.0,2.0,4.0,0.0,11.0,2.0,-5.25
4.658,-8.4108801,4.0112,-0.37867904,4.5197463,-0.83971196,6.5635605,6.5635605,-0.21055444,0.091755398,325.35275,0.80916071,-0.30997783,0.47899956,-0.43306455,0.60608077,1.5429244,9.3696642,0.15176103,-8.4394369,0.12817848,11.864602,0.14,3.0029845,2.0039716,-2.842411,-0.50640458,22.614056,2.7203338,569.76489,-0.28242287,12.315986,13.470329,0.048242357,3.4780629,15.227921,94.797981,165.09291,18.624205,17.442059,2.7491615,0.030973114,22.415949,0.080850787,19.570486,153.96561,258.82797,-2.4517844,0.43501821,67.397217,11.923448,38.905323,-2.7082875,12.497255,0.78726113,3.1986299,0.10735652,224.21829,3.8090384,92.766678,32.897186,31.467884,7.5963712,0.21273887,0.76446497,169.81564,77.720802,0.21153846,8951.0,22.0,19.29874,31.616989,13.671001,0.35294119,-3.3971481,0.54545456,238.6759,3.2453961,2.0,0.21153846,22.395555,81.401527,717.35199,3.3971481,23.763365,97.0,81.0,0.235535,143.17329,116.7192,26.233475,19.678999,11.074124,92.766678,553.26666,553.26666,246.0,36.957088,3.0,159.10117,57.0,139.44,25.095648,19.673239,0.24958064,109.0,105.31101,815.53137,17.0,14.0,107.0,170.46387,0.0,77.697189,723.73053,73.758316,11.0,723.73053,723.73053,11.0,81.401527,44.39719,70.572739,5.0,6.0,6.0,6.0,32.0,6.0,0.0,6.7004399,28.0,1.0,52.0,77.697189,3.0,6.0,50.0,44.049957,0.0,12.0,8.0,37.0,6.0,0.0,2.0,5.0,0.0,11.0,3.0,-5.27
4.6069999,-8.61936,4.2876,-0.38544515,4.5197463,-0.83958155,6.6675301,6.6675301,-0.21444173,0.09172453,250.72737,0.8097614,-0.3116425,0.55860156,-0.46510357,0.72624034,1.5644358,12.434483,0.17548427,-9.0049267,0.12740092,11.855335,0.17307693,3.0028291,1.682024,-2.836199,-0.54221195,25.799631,2.7202232,495.1395,-0.3676748,12.373116,14.487967,0.059354935,3.4707208,13.334561,94.797981,164.26576,18.681335,18.129438,2.7490621,0.057718132,23.106808,0.080823585,18.469137,233.00809,308.87823,-2.4488726,0.54762745,67.397217,11.093933,37.543564,-2.7031779,12.497255,0.67999882,3.1916156,0.10670527,209.33186,3.8282547,92.766678,32.897186,31.733316,10.781946,0.32000118,0.76589382,113.21043,73.347969,0.16363636,9866.0,20.0,19.89464,110.65946,13.292101,0.35294119,-3.3982913,0.54545456,205.34988,3.233448,2.0,0.16363636,22.0741,81.401527,737.34198,3.3982913,24.781004,90.0,85.0,0.2341062,143.17329,117.57203,27.225039,20.319963,11.188786,92.766678,557.68372,557.68372,262.0,37.948654,3.0,159.10117,53.0,139.44,25.361078,20.31951,0.24540348,108.0,86.871437,844.59198,17.0,14.0,105.0,170.46387,0.0,77.697189,728.14758,55.318733,9.0,728.14758,728.14758,9.0,81.401527,44.711407,158.78867,4.0,12.0,12.0,6.0,34.0,6.0,0.0,6.7813597,34.0,1.0,55.0,77.697189,4.0,6.0,52.0,44.049957,0.0,12.0,8.0,39.0,6.0,0.0,3.0,5.0,0.0,11.0,3.0,-5.48
4.9640002,-9.0258303,4.4013,-0.3853218,4.5197463,-0.83965814,6.7996173,6.7996173,-0.21415976,0.091755375,329.76984,0.8097614,-0.31854871,0.52438271,-0.45360589,0.66573596,1.531117,9.3696547,0.16620976,-8.8207788,0.12740092,11.863955,0.17307693,3.0151868,1.6818434,-2.8486235,-0.54210871,22.614056,2.8738699,574.18195,-0.31107983,13.333624,14.487967,0.054603275,3.5272012,14.691025,94.797981,169.95398,19.641842,17.554405,2.7591181,0.042582039,22.52854,0.080850765,19.395502,153.96561,296.56479,-2.559839,0.48548892,67.397217,11.658443,39.387138,-2.8153405,12.497255,0.78855163,3.2580433,0.10670527,190.89229,3.8282547,92.766678,32.897186,32.45945,12.007167,0.21144836,0.76589382,207.55246,79.907211,0.16363636,9866.0,22.0,20.00374,31.616989,13.292101,0.35294119,-3.3971491,0.54545456,205.34988,3.2955594,2.0,0.16363636,22.0741,81.401527,743.38995,3.3971491,24.781004,102.0,85.0,0.2341062,143.17329,121.57278,27.225039,20.417938,11.188786,92.766678,557.68372,557.68372,262.0,37.948654,3.0,159.10117,59.0,139.44,26.087212,20.393894,0.24540348,114.0,105.31101,844.59198,17.0,14.0,111.0,170.46387,0.0,77.697189,728.14758,73.758316,9.0,728.14758,728.14758,9.0,81.401527,44.711407,70.572739,4.0,6.0,6.0,6.0,34.0,6.0,0.0,6.7813597,34.0,1.0,55.0,77.697189,4.0,6.0,52.0,44.049957,0.0,12.0,8.0,39.0,6.0,0.0,3.0,5.0,0.0,11.0,3.0,-6.01
3.556,-7.6228099,3.2476001,-0.38471848,4.5197463,-0.83967561,5.2071457,5.2071457,-0.2134409,0.094316877,282.34436,0.82214022,-0.3103435,0.51186287,-0.43945274,0.64661509,1.5658244,9.369628,0.16567659,-7.9334254,0.13098422,13.27855,0.01923077,3.003777,1.6818434,-2.8512208,-0.53672433,22.614056,2.7350373,570.87341,-0.28829625,12.333624,13.487967,0.053223107,3.5116525,14.691025,138.91493,170.67485,19.219193,18.959154,2.7499688,0.038665835,23.933971,0.073225223,19.395502,156.46938,239.95956,-2.5149117,0.4699364,67.397217,11.658443,39.387138,-2.7634068,12.497255,0.78487533,3.2297406,0.10682334,190.89229,3.8282547,95.270432,32.897186,32.160591,12.007167,0.21512465,0.76219243,150.94725,79.636803,0.16363636,9866.0,22.0,19.700541,31.616989,13.292101,0.35294119,-3.7509222,0.54545456,205.34988,3.2804129,2.0,0.16363636,22.0741,83.905281,745.362,3.7509222,24.781004,100.0,85.0,0.23780756,154.17319,119.2812,26.517933,20.143646,11.188786,95.270432,554.37518,554.37518,262.0,37.948654,3.0,170.10106,57.0,148.67,25.380104,20.115875,0.24540348,112.0,147.16353,836.72589,17.0,14.0,109.0,172.96762,0.0,77.697189,727.34283,115.61083,9.0,727.34283,727.34283,9.0,81.401527,44.711407,70.572739,4.0,6.0,6.0,6.0,33.0,7.0,0.0,6.7813597,34.0,1.0,55.0,77.697189,4.0,6.0,52.0,44.049957,0.0,13.0,9.0,38.0,7.0,0.0,3.0,5.0,0.0,11.0,3.0,-5.39
4.151,-8.2263098,3.4935999,-0.37986058,4.5197463,-0.83958775,6.3318129,6.3318129,-0.20368895,0.093238346,295.94431,0.81435955,-0.30918604,0.44526747,-0.41615567,0.56323957,1.5542496,9.369504,0.1336821,-8.3508472,0.12626247,13.215725,0.11538462,3.0034511,2.0689585,-2.8495114,-0.46906945,22.614056,2.720299,598.07336,-0.2756255,12.002726,13.157069,0.043232564,3.5134151,16.0751,94.797981,172.52171,19.007868,18.731369,2.7495902,0.023276933,23.714544,0.073368706,20.458075,156.46938,221.09116,-2.4526021,0.40001911,125.11412,12.69426,40.859428,-2.7081392,12.497255,0.7926302,3.2299547,0.10297254,224.21829,3.7835388,95.270432,68.281059,32.746376,12.007167,0.20736979,0.77076495,132.07884,81.823212,0.22222222,9720.0,23.0,19.91194,31.616989,14.473063,0.35294119,-3.7435865,0.54545456,274.05978,3.2817783,2.0,0.22222222,23.283419,83.905281,747.37799,3.7435865,24.657213,101.0,84.0,0.22923502,154.17319,120.61478,27.10372,20.313459,11.196103,95.270432,581.57507,581.57507,256.0,38.534439,3.0,170.10106,59.0,148.67,25.965891,20.310749,0.24202083,113.0,126.23727,844.72028,17.0,14.0,111.0,172.96762,0.0,77.697189,754.54272,94.68457,12.0,754.54272,754.54272,12.0,81.401527,46.382717,70.572739,4.0,6.0,6.0,6.0,33.0,7.0,0.0,6.7548876,28.0,1.0,54.0,77.697189,3.0,6.0,52.0,44.049957,0.0,13.0,9.0,38.0,7.0,0.0,2.0,5.0,0.0,11.0,3.0,-5.34
4.6950002,-8.68083,4.0636702,-0.38536298,20.328241,-0.83962321,6.8575644,6.8575644,-0.21436951,0.090979598,248.51883,0.8062951,-0.31921485,0.55932522,-0.46390182,0.7243048,1.552374,12.434577,0.17548649,-9.1874065,0.12469375,11.861801,0.18867925,3.0029058,1.6660932,-2.8427098,-0.5421859,25.799631,2.7202094,508.73947,-0.3677358,12.873116,14.987967,0.059210651,3.4809818,13.916168,94.797981,167.65639,19.181335,18.436272,2.7491109,0.057385847,23.411213,0.080167189,19.154879,235.21663,309.30707,-2.4495332,0.54497176,67.397217,11.573573,38.50491,-2.7044022,12.497255,0.68382996,3.1961603,0.10443787,190.89229,3.8827219,92.766678,51.765594,32.440422,10.781946,0.31617004,0.77086836,113.21043,75.534386,0.17857143,10537.0,21.0,20.36084,112.868,13.816559,0.3888889,-3.4261162,0.63636363,205.34988,3.2448258,2.0,0.17857143,22.811941,81.401527,751.36896,3.4261162,25.281004,93.0,86.0,0.22913162,143.17329,120.66561,27.932146,20.774361,11.240277,92.766678,573.49225,573.49225,266.0,38.655762,3.0,159.10117,55.0,139.44,26.068186,20.788637,0.24170427,111.0,105.31101,863.11945,18.0,14.0,108.0,170.46387,0.0,77.697189,743.95605,73.758316,10.0,743.95605,743.95605,10.0,81.401527,45.698978,158.78867,4.0,12.0,12.0,6.0,35.0,6.0,0.0,6.8073549,34.0,1.0,56.0,77.697189,4.0,6.0,53.0,44.049957,0.0,12.0,8.0,40.0,6.0,0.0,3.0,5.0,0.0,11.0,3.0,-5.65
6.072,-9.6430902,5.0373998,-0.37559947,4.5197463,-0.83972716,7.8762779,7.8762779,-0.20513859,0.091755368,372.77826,0.7988956,-0.30851972,0.47819367,-0.418845,0.60438347,1.5091422,9.3696594,0.15046819,-9.3612165,0.12029561,11.863076,0.13207547,3.0035903,2.0721929,-2.84691,-0.50282151,22.614056,2.720598,617.19037,-0.28087097,13.709832,14.864176,0.048191737,3.5408187,16.720497,94.797981,175.06049,20.018051,17.504744,2.7496498,0.030971292,22.483934,0.080850758,21.181528,153.96561,277.69638,-2.4571548,0.43492794,67.397217,13.217772,41.837696,-2.7150922,12.497255,0.80034441,3.2682922,0.10075417,257.54431,3.8100286,92.766678,32.897186,33.752342,12.007167,0.19965561,0.77895021,188.68405,84.280045,0.23636363,10273.0,24.0,20.67684,31.616989,15.03064,0.35294119,-3.3971493,0.54545456,272.00192,3.3094223,3.0,0.23636363,24.0448,81.401527,759.43298,3.3971493,25.157213,106.0,85.0,0.22104979,143.17329,125.99996,28.517933,21.042154,11.250922,92.766678,600.69214,600.69214,260.0,39.241547,4.0,159.10117,63.0,139.44,27.380104,21.050636,0.23842676,118.0,105.31101,871.11383,17.0,14.0,116.0,170.46387,0.0,77.697189,771.15601,73.758316,13.0,771.15601,771.15601,13.0,81.401527,47.375866,70.572739,5.0,6.0,6.0,6.0,35.0,6.0,0.0,6.7813597,28.0,1.0,55.0,77.697189,3.0,6.0,53.0,44.049957,0.0,12.0,8.0,40.0,6.0,0.0,2.0,5.0,0.0,11.0,3.0,-7.39
5.1370001,-8.8825998,4.4537702,-0.38535824,4.5197463,-0.83968854,7.0886388,7.0886388,-0.21435401,0.090917476,280.13583,0.80297452,-0.31571263,0.55953133,-0.46371672,0.7239238,1.540777,12.434605,0.17548184,-9.4957809,0.12209924,11.863728,0.2037037,3.0029502,1.6482099,-2.8425431,-0.54218268,25.799631,2.7202187,524.54797,-0.36774322,13.373116,15.487967,0.059188575,3.4894373,14.50606,94.797981,171.02625,19.681335,18.596054,2.7491395,0.057383504,23.570272,0.08011245,19.84737,235.21663,328.17548,-2.450202,0.54488623,67.397217,12.071074,39.467556,-2.705617,12.497255,0.69040853,3.2081714,0.10226481,190.89229,3.9454176,92.766678,51.765594,33.14753,10.781946,0.30959147,0.77563596,132.07884,77.720802,0.19298245,11261.0,22.0,20.82254,112.868,14.359017,0.42105263,-3.428457,0.72727275,205.34988,3.2542357,2.0,0.19298245,23.555555,81.401527,765.396,3.428457,25.781004,96.0,87.0,0.22436406,143.17329,123.7592,28.639254,21.22875,11.289298,92.766678,589.30072,589.30072,270.0,39.362869,3.0,159.10117,57.0,139.44,26.775291,21.257441,0.23812568,114.0,105.31101,881.64691,19.0,14.0,111.0,170.46387,0.0,77.697189,759.76459,73.758316,11.0,759.76459,759.76459,11.0,81.401527,46.686981,158.78867,4.0,12.0,12.0,6.0,36.0,6.0,0.0,6.83289,34.0,1.0,57.0,77.697189,4.0,6.0,54.0,44.049957,0.0,12.0,8.0,41.0,6.0,0.0,3.0,5.0,0.0,11.0,3.0,-6.0
4.3909998,-8.6961803,3.9000001,-0.38471848,12.978266,-0.83958328,6.5686517,6.5686517,-0.21351403,0.088191099,327.56131,0.81476724,-0.33458915,0.54945505,-0.50618392,0.7469303,1.575403,12.621428,0.16862383,-9.0540123,0.12552764,12.776558,0.2037037,3.0028908,1.6482099,-2.8449097,-0.55295187,27.857485,2.7202055,602.49042,-0.35670331,12.519563,14.579719,0.060248278,3.4703791,14.50606,94.797981,171.71892,19.320581,19.460037,2.7491231,0.071203463,24.438999,0.073777512,19.84737,156.46938,290.43866,-2.4494967,0.53456169,89.455688,12.071074,39.467556,-2.7040002,23.497143,0.79383707,3.1835814,0.10237326,196.13571,3.9454176,95.270432,32.897186,32.848671,7.5963712,0.20616291,0.77209908,113.21043,77.450386,0.19298245,11261.0,22.0,20.53994,31.616989,14.359017,0.42105263,-3.7228429,0.72727275,205.34988,3.2358093,2.0,0.19298245,23.555555,83.905281,767.36798,3.7228429,25.781004,94.0,87.0,0.22790089,143.17329,121.46761,27.932146,20.979548,11.289298,95.270432,585.99219,585.99219,270.0,39.362869,3.0,159.10117,55.0,148.67,26.068186,20.975294,0.23812568,112.0,126.23727,873.78082,19.0,14.0,109.0,172.96762,0.0,77.697189,758.95978,94.68457,11.0,758.95978,758.95978,11.0,81.401527,46.686981,158.78867,4.0,12.0,12.0,6.0,35.0,7.0,0.0,6.83289,34.0,1.0,57.0,77.697189,4.0,6.0,54.0,44.049957,0.0,13.0,9.0,40.0,7.0,0.0,3.0,5.0,0.0,11.0,3.0,-6.3
