34,79
34,81
34,87
34,89
34,96
34,97
34,102
34,108
34,110
34,114
34,116
34,118
34,120
34,121
34,122
34,123
34,142
34,146
35,10
35,13
35,21
35,30
35,35
35,36
35,37
35,38
35,41
35,43
35,46
35,52
35,53
35,57
35,58
35,61
35,66
35,68
35,69
35,71
35,79
35,81
35,87
35,89
35,96
35,97
35,102
35,108
35,110
35,114
35,116
35,118
35,120
35,121
35,122
35,123
35,142
35,146
36,10
36,13
36,37
36,46
36,52
36,53
36,62
36,68
36,69
36,71
36,81
36,87
36,102
36,120
36,123
37,10
37,36
37,37
37,46
37,52
37,53
37,62
37,68
37,69
37,71
37,81
37,87
37,102
37,116
37,120
37,123
38,10
38,13
38,37
38,46
38,52
38,53
38,62
38,68
38,69
38,71
38,81
38,87
38,102
38,120
38,123
39,10
39,24
39,37
39,42
39,62
39,67
40,10
40,13
40,30
40,35
40,36
40,37
40,46
40,52
40,53
40,57
40,68
40,69
40,71
40,79
40,81
40,87
40,102
40,110
40,120
40,123
40,142
41,10
41,13
41,30
41,35
41,36
41,37
41,46
41,52
41,53
41,57
41,68
41,69
41,71
41,79
41,81
41,87
41,102
41,110
41,120
41,123
41,142
42,10
42,13
42,36
42,37
42,46
42,110
42,142
43,10
43,36
43,110
43,142
44,10
44,13
44,21
44,26
44,36
44,37
44,38
44,41
44,43
44,44
44,95
44,110
44,142
44,146
45,3
45,10
45,13
45,21
45,30
45,35
45,36
45,37
45,46
45,52
45,53
45,57
45,58
45,61
45,66
45,68
45,69
45,71
45,74
45,78
45,79
45,81
45,87
45,89
45,96
45,97
45,102
45,110
45,116
45,118
45,120
45,121
45,122
45,123
45,142
45,146
45,154
46,10
46,13
46,21
46,24
46,26
46,35
46,36
46,37
46,38
46,41
46,42
46,46
46,52
46,53
46,57
46,58
46,61
46,66
46,68
46,71
46,79
46,87
46,89
46,96
46,97
46,102
46,110
46,116
46,118
46,120
46,121
46,122
46,123
46,142
46,146
46,154
47,5
47,10
47,12
47,13
47,21
47,24
47,26
47,30
47,35
47,36
47,37
47,38
47,41
47,42
47,43
47,44
47,46
47,53
47,57
47,58
47,61
47,66
47,67
47,68
47,79
47,87
47,89
47,95
47,96
47,97
47,102
47,103
47,110
47,115
47,116
47,142
47,146
47,154
48,3
48,5
48,10
48,13
48,21
48,24
48,26
48,30
48,35
48,36
48,37
48,38
48,39
48,41
48,42
48,43
48,46
48,53
48,57
48,58
48,61
48,63
48,66
48,67
48,68
48,79
48,87
48,89
48,95
48,96
48,97
48,102
48,103
48,104
48,108
48,110
48,114
48,115
48,116
48,118
48,120
48,121
48,122
48,123
48,138
48,142
48,146
48,154
49,2
49,5
49,10
49,12
49,13
49,17
49,21
49,24
49,26
49,30
49,35
49,36
49,37
49,38
49,41
49,42
49,43
49,44
49,46
49,53
49,57
49,58
49,61
49,66
49,67
49,68
49,79
49,87
49,89
49,95
49,96
49,97
49,102
49,103
49,104
49,108
49,110
49,114
49,115
49,116
49,118
49,120
49,121
49,122
49,123
49,142
49,146
49,154
50,2
50,5
50,6
50,7
50,10
50,11
50,12
50,13
50,17
50,21
50,24
50,26
50,30
50,35
50,36
50,37
50,38
50,41
50,42
50,43
50,44
50,46
50,53
50,57
50,58
50,61
50,66
50,67
50,68
50,79
50,87
50,89
50,95
50,96
50,97
50,102
50,103
50,104
50,108
50,110
50,114
50,115
50,116
50,118
50,121
50,122
50,138
50,142
50,146
50,149
51,2
51,3
51,5
51,6
51,7
51,10
51,12
51,13
51,17
51,21
51,24
51,26
51,28
51,30
51,35
51,36
51,37
51,38
51,41
51,42
51,44
51,46
51,53
51,55
51,57
51,58
51,61
51,66
51,67
51,68
51,79
51,87
51,89
51,95
51,96
51,97
51,102
51,103
51,110
51,115
51,116
51,138
51,142
51,146
51,154
52,2
52,10
52,12
52,13
52,17
52,21
52,24
52,26
52,28
52,30
52,35
52,36
52,37
52,38
52,41
52,42
52,44
52,46
52,53
52,55
52,57
52,61
52,66
52,67
52,68
52,79
52,87
52,89
52,95
52,96
52,97
52,102
52,103
52,110
52,115
52,116
52,142
52,146
52,154
53,2
53,10
53,12
53,13
53,21
53,24
53,26
53,28
53,30
53,35
53,36
53,37
53,42
53,44
53,46
53,55
53,57
53,61
53,66
53,67
53,68
53,79
53,87
53,89
53,95
53,102
53,103
53,110
53,142
53,146
53,154
